X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
D_VORPr,DP,0.26574,0.09149,0.09662001,0.25913,5.0,0.41743264
R1BI%,R1,0.26566,0.099747285,0.079610005,0.25797,5.0,0.40732384
PICKOFF,LEADOFF_PA,0.26562,0.026039347,0.13483,0.25689,5.0,0.48946977
LEADOFF_PA,IBB,0.26557,0.11666547,0.07329002,0.25697,5.0,0.3858815
R3_BI,D_NETDP,0.26548,0.2625043,0.17494002,0.25717,5.0,0.05455004
D_RPMLVr,HBP,0.26543,0.15206209,0.15097001,0.25639,5.0,0.3367015
IBB,G,0.26539,0.04667431,0.045690015,0.26066,5.0,0.4676705
D_MLV,SF,0.26535,0.07612786,0.12548001,0.25465,5.0,0.43499672
D_PMLVr,HBP,0.26527,0.16076691,0.15471,0.25728,5.0,0.32326937
D_RPMLV,END_GAMER,0.26518,0.2137252,0.051860005,0.25621,5.0,-0.22683649
HBP,G,0.26511,0.11908476,0.10544999,0.25868,5.0,0.38213247
D_RPMLVr,NSOR,0.26507,0.08671917,0.024020001,0.2574,5.0,-0.422316
D_EqA,BBr,0.26503,0.122116014,0.036239997,0.25774,5.0,0.37803966
D_EqR,SFR,0.26503,0.2594786,0.09859002,0.25497,5.0,0.074507736
IBBR,LEADOFF_PA,0.26502,0.24085918,0.12510002,0.25511,5.0,0.15543757
PICKOFF,BALLS,0.265,0.15997742,0.17033999,0.2543,5.0,0.32407185
D_EqR,D_NETDP,0.26478,0.25927007,0.09222999,0.25395,5.0,-0.07422902
D_NETDP,TOB,0.26448,0.26386207,0.10194999,0.25674,5.0,-0.024858125
TBP,GB,0.26447,0.07651578,0.01512,0.25626,5.0,0.4335369
R1BI%,PA_ROB,0.26447,0.09677644,0.05612001,0.25813,5.0,0.40950406
D_RAR,3B,0.26444,0.12604952,0.07734001,0.2567,5.0,0.3720087
B2R,1B,0.2644,0.15723851,0.062910005,0.25164,5.0,0.3273553
B1R,BBr,0.26438,0.09448016,0.021809995,0.25395,5.0,-0.4121891
OUTR,ROE,0.26434,0.17849049,0.14013001,0.25368,5.0,-0.29300088
D_VORP,WP,0.26431,0.08865829,0.08392,0.25706,5.0,0.41910824
B3R,DP,0.26424,0.26403153,0.15977001,0.25712,5.0,-0.014438684
PICKOFF,GB,0.26399,0.07235153,0.11345002,0.25662,5.0,0.43776533
SLG,GIDP,0.26395,0.10885151,0.07493,0.25595,5.0,0.39382544
GB%,B1R,0.26369,0.09060326,0.007469997,0.25582,5.0,0.41603693
D_RARP,G_PR,0.26364,0.18230155,0.13348998,0.25449,5.0,-0.28519896
GIDP,UBB,0.26363,0.10039821,0.028070003,0.25947,5.0,0.40401953
END_GAMER,GIDP,0.26362,0.2459155,0.1783,0.25318,5.0,-0.13305824
NSOR,HR,0.26349,0.032097414,0.052589998,0.25418,5.0,-0.48103282
R1BI%,ROB,0.26335,0.10105778,0.07354,0.25617,5.0,0.4028551
LD,SALARY,0.26312,0.16837677,0.090590015,0.25622,5.0,0.30780387
D_MLVr,END_GAMER,0.26307,0.18458873,0.07488999,0.25517,5.0,-0.28014508
SHR,STRIKES,0.26289,0.18063393,0.09992999,0.25574,5.0,-0.28680322
R1_BI,IBB,0.26289,-0.12745327,0.04316999,0.26251,5.0,0.6247746
OBI,3B,0.26286,0.14545837,0.073520005,0.25639,5.0,0.3426392
D_PMLV,GB,0.26279,0.1619969,0.060299993,0.25306,5.0,0.31747928
RUNR,HITR,0.26276,0.065779746,0.018399999,0.25668,5.0,0.4438246
R2,3B,0.26275,0.11975196,0.060440004,0.25649,5.0,0.37815082
R1BI%,SIT_DP,0.26269,0.10960789,0.08021,0.2559,5.0,0.3912571
D_VORP,ROE,0.26268,0.122001946,0.10469,0.2537,5.0,0.37507072
D_MLVr,WP,0.26245,0.099240795,0.14861001,0.25406,5.0,0.4039916
D_MLVr,G_PR,0.26245,0.18770802,0.11937001,0.25546,5.0,-0.27338982
D_VORPr,ROE,0.26225,0.15821317,0.13467,0.25348,5.0,0.3225474
R3_BI,IBBR,0.2621,0.20643753,0.11554001,0.25469,5.0,0.23592898
OBP,HR,0.262,0.033697918,0.06394999,0.25496,5.0,0.47780967
SHR,TBP,0.26184,0.09828678,0.04186,0.25541,5.0,-0.40441713
OBI,HBP,0.26161,0.09345533,0.100669995,0.25562,5.0,0.41006666
D_VORPr,GIDP,0.26155,0.11089069,0.07673001,0.25501,5.0,0.38814858
B1R,ABR,0.26153,0.07549457,0.042750016,0.25058,5.0,0.43131825
R1BI%,BALLS,0.26141,0.10412812,0.036349997,0.25386,5.0,0.3965878
D_RAP,SO/BB,0.26137,0.1640217,0.06522,0.25216,5.0,-0.3120069
SHR,SLG,0.26133,0.10491063,0.027240008,0.25335,5.0,-0.3954989
R1_BI,WP,0.26124,0.013995856,0.030780002,0.25675,5.0,0.49723652
SLG,GB,0.26113,0.10105084,0.029229999,0.25357,5.0,0.40009895
RBIR,OUTR,0.26113,0.107478306,0.033650003,0.25321,5.0,-0.3919843
RUNR,GB,0.26111,0.09563652,0.014230013,0.25219,5.0,0.40678433
D_PMLV,NSOR,0.26103,0.096331865,0.038670003,0.2514,5.0,-0.40583017
R1_BI,IBBR,0.26101,0.09383391,0.090019986,0.25429,5.0,0.4088717
B3R,LD,0.26082,0.20592032,0.06343,0.25239,5.0,0.23430681
D_RARP,SFR,0.26074,0.25679404,0.08166002,0.24748,5.0,0.06281709
NSOR,TBP,0.26068,0.10863826,0.062989995,0.24842,5.0,-0.3899253
AVG,OUT,0.26063,0.023851767,0.03389001,0.2539,5.0,0.48659864
SLG,DP,0.26062,0.08416578,0.07401,0.25325,5.0,0.42006454
D_MLV,END_GAME,0.26056,0.20765941,0.15409,0.2496,5.0,0.2300013
D_PMLVr,NSOR,0.26055,0.08774477,0.029359996,0.24995,5.0,-0.41569847
RUNR,CS,0.2605,0.16651985,0.123530015,0.25193,5.0,0.30656183
B3R,1B,0.26032,0.20155707,0.06835,0.25307,5.0,0.24241069
SOr,1B,0.2603,0.13524608,0.092700005,0.25068,5.0,-0.35362965
R3BI%,1B,0.26008,0.21470207,0.065660015,0.25048,5.0,0.21302098
D_NETDP,BB,0.26006,0.23527718,0.113560006,0.25149,5.0,-0.15742567
IBBR,BB,0.26,0.07325682,0.04128,0.25195,5.0,0.4321379
D_NETDP,NSOR,0.25997,0.1758022,0.031080008,0.24715,5.0,0.29011688
RBIR,H,0.25995,0.10246511,0.027070016,0.25104,5.0,0.39684367
D_RAP,END_GAMER,0.25995,0.21553302,0.080359995,0.25242,5.0,-0.21075341
IBBR,BBr,0.25989,0.07076724,0.033020005,0.25235,5.0,0.43488246
D_RPMLVr,WP,0.25988,0.10543954,0.13802001,0.24961,5.0,0.39298913
SFR,G,0.25986,0.25617224,0.10437001,0.24849,5.0,0.06072707
D_PMLVr,END_GAMER,0.25983,0.18168494,0.070439994,0.25084,5.0,-0.27954438
R1BI%,R,0.25982,0.098382905,0.082509995,0.25182,5.0,0.40179238
TB,SALARY,0.25967,0.13841048,0.023029998,0.25072,5.0,0.34822336
PICKOFF,PITCHES,0.25963,0.13597488,0.15764,0.25107,5.0,0.35164627
D_RPMLV,GB%,0.2596,0.16275406,0.06009002,0.24935,5.0,-0.31120083
SB,LEADOFF_PA,0.25949,-0.09708959,0.04656002,0.25243,5.0,0.5971429
R3BI%,PA%,0.25948,0.24311197,0.108679995,0.25148,5.0,0.12793761
D_MLVr,GB%,0.25947,0.1359505,0.015390001,0.25047,5.0,-0.3514534
D_NETDP,Batted Balls,0.25947,0.2511913,0.10218,0.24973,5.0,0.09098742
BALLS,SALARY,0.2594,0.12348102,0.046720013,0.25026,5.0,0.36867192
D_RPMLVr,ROE,0.2594,0.16506043,0.14056,0.24879,5.0,0.30714747
R2_BI,D_NETDP,0.2594,0.256812,0.16826001,0.25155,5.0,0.05087251
RUNR,PICKOFF,0.25933,0.1537498,0.15412,0.25087,5.0,0.3249311
D_VORPr,G_PR,0.25933,0.19050272,0.1361,0.25149,5.0,-0.26234955
R1,3B,0.25929,0.1261609,0.077240005,0.25243,5.0,0.3648686
D_OUTS_EQ,PICKOFF,0.25928,0.120018065,0.14624,0.25068,5.0,0.37317815
PA,SALARY,0.25927,0.15431994,0.060300007,0.25087,5.0,0.32395998
RUNR,ABR,0.25924,0.19086558,0.03152,0.24985,5.0,-0.26148504
B1R,UBBr,0.25915,0.09218283,0.033429995,0.24832,5.0,-0.40861616
HRr,OBP,0.25909,0.12993674,0.06861001,0.25104,5.0,0.359379
D_NETDP,FB,0.25902,0.25894764,0.11442,0.25072,5.0,-0.008506066
D_PMLVr,GIDP,0.2589,0.11539923,0.08853999,0.24894,5.0,0.37881494
BBr,TOB,0.25887,0.18685755,0.04895,0.24865,5.0,0.26835135
D_RARP,D_NETDP,0.25882,0.24428822,0.070379995,0.24813,5.0,-0.120547794
RBIR,OBP,0.25877,0.11504747,0.035339996,0.24829,5.0,0.37910753
SOr,AVG,0.25875,0.08291046,0.05561,0.25007,5.0,-0.41933224
RUNR,SF,0.2587,0.16788378,0.15095001,0.24896,5.0,0.30135733
R2,HBPR,0.25868,0.25728345,0.08428998,0.24787,5.0,-0.037370346
BALLS,FC,0.25856,0.18625702,0.15808001,0.25044,5.0,0.26889214
D_EqA,GIDP,0.25854,0.13303426,0.07218,0.24997,5.0,0.3542679
R2BI%,D_RPMLV,0.25853,0.16432539,0.024119988,0.24807,5.0,0.30692768
FB%,TBP,0.25842,0.042710096,0.03126,0.25207,5.0,0.4644458
HITR,GIDP,0.25841,0.08187026,0.10767001,0.24968,5.0,0.42016634
R1_BI,SFR,0.25829,0.24745771,0.16791,0.25022,5.0,0.10407824
SLG,END_GAME,0.258,0.15363958,0.10388999,0.25035,5.0,0.3230486
NSOR,BALLS,0.25789,0.13312855,0.026470006,0.24471,5.0,-0.35321584
R3BI%,FB,0.25787,0.23358494,0.09527999,0.25043,5.0,0.15583661
R1,D_NETDP,0.2578,0.25268084,0.09715001,0.24815,5.0,0.07154832
PA%,CS,0.25776,0.084464625,0.077209994,0.2513,5.0,0.4162876
D_VORP,END_GAMER,0.25766,0.20538983,0.06719,0.24961,5.0,-0.22862671
R3_BI,B3R,0.25763,0.24360423,0.07491,0.24992,5.0,0.11843038
B2R,PA,0.25754,0.100648895,0.035710007,0.24845,5.0,0.3960948
OBI%,2B,0.25749,0.065914795,0.04459001,0.25162,5.0,0.43769306
RUNR,WP,0.25742,0.15151772,0.14294,0.24844,5.0,0.3254263
PA%,B2R,0.25739,0.10116263,0.04965,0.2483,5.0,0.39525607
SHR,H,0.25722,0.17401597,0.07557,0.24676,5.0,-0.28845108
RBIR,Batted Balls,0.25718,0.15296175,0.04051,0.24678,5.0,0.32282853
RUNR,NSOR,0.25716,0.12982957,0.01636,0.24648,5.0,-0.3568339
D_NETDP,D_VORP,0.25713,0.24410737,0.09963,0.24742,5.0,-0.11411674
R2BI%,AVG,0.25711,0.106325194,0.031289995,0.24923,5.0,0.3883102
OBI,D_NETDP,0.25709,0.25624207,0.15467998,0.24903,5.0,0.029119426
R1BI%,B1R,0.25701,0.15083957,0.09909001,0.24703,5.0,-0.32583806
R,PICKOFF,0.25696,0.09264515,0.11828001,0.25144,5.0,0.4053577
PICKOFF,TB,0.25694,0.1559501,0.13493001,0.24752,5.0,0.31778908
D_NETDP,RBI,0.25694,0.25663012,0.098830014,0.24889,5.0,-0.017603358
SFR,TOB,0.25693,0.25463083,0.09857999,0.24603,5.0,0.047949463
RUNR,POP,0.25685,0.16717893,0.107360005,0.24604,5.0,0.2994513
D_RAR,B3R,0.25683,0.2333352,0.09591,0.2489,5.0,0.15328015
BALLS,PB,0.25679,0.1294217,0.1649,0.24714,5.0,0.35688698
SLG,G_PR,0.25654,0.16226786,0.09534,0.25026,5.0,-0.30703768
HBPR,LD,0.25648,0.24575432,0.12276001,0.24711,5.0,-0.10356489
R3BI%,D_EqR,0.25648,0.23967248,0.08287001,0.24896,5.0,0.12964387
FB%,HR,0.25644,-0.0027487576,0.042420015,0.24978,5.0,0.50910586
END_GAME,HR,0.25637,0.10239074,0.026960015,0.25285,5.0,0.39240193
R1BI%,D_RAP,0.25635,0.034169376,0.065170005,0.25054,5.0,0.47136042
LD%,LD,0.25629,0.055797145,0.01354,0.24982,5.0,0.44776428
TBP,IBB,0.25627,0.060403973,0.059699997,0.24732,5.0,0.44256753
HITR,ABR,0.25616,0.14963228,0.032859996,0.2472,5.0,0.32638583
OBI%,ROB,0.25605,0.107436284,0.029750004,0.24933,5.0,0.38550448
R1BI%,D_EqR,0.25586,0.028876618,0.042710006,0.25129,5.0,0.47642773
SHR,Batted Balls,0.25584,0.19776404,0.07561,0.24571,5.0,-0.24098955
SHR,SIT_DP,0.25581,0.15110964,0.08403,0.24515,5.0,-0.32357433
R3BI%,PA,0.25581,0.23945898,0.067200005,0.24658,5.0,0.12787107
OBI%,HRr,0.25574,0.099598795,0.026209995,0.24896,5.0,0.39514706
OUTR,DP,0.25573,0.14281037,0.10780001,0.24683,5.0,-0.33603516
R3BI%,TOB,0.25546,0.23865901,0.08400999,0.24587,5.0,0.12961863
D_EqA,SF,0.25545,0.10079703,0.12879,0.24916,5.0,0.39325944
ROB,HBPR,0.25545,0.25370535,0.09043001,0.24536,5.0,-0.041768976
NSOR,B1R,0.2554,0.124709934,0.018240005,0.24709,5.0,0.3615108
B2R,BALLS,0.25536,0.12598652,0.03417,0.24728,5.0,0.35968527
GB%,POP,0.25527,0.08776125,0.091350004,0.24649,5.0,-0.40927833
R2,SHR,0.25509,0.15328853,0.058009997,0.24522,5.0,-0.31906343
SOr,HITR,0.25496,0.05247645,0.040480003,0.24634,5.0,-0.44998172
D_MLV,END_GAMER,0.25487,0.21488218,0.06720999,0.24775,5.0,-0.19996955
D_NETDP,AB,0.25479,0.25344622,0.091,0.24705,5.0,0.03665781
R2BI%,ROB,0.25476,0.2011458,0.06129001,0.24745,5.0,0.23154739
D_RPMLVr,BBr,0.25457,0.1565102,0.040910006,0.2454,5.0,0.313145
RBIR,IBB,0.25451,0.075277925,0.10585998,0.2449,5.0,0.42335808
PB,PA,0.25419,0.14814642,0.17651,0.24431,5.0,0.32564333
PICKOFF,CS,0.25414,-0.18020487,0.029319987,0.25414,4.5849624,0.65904844
R3,AVG,0.25414,0.028860614,0.059009984,0.24948,5.0,0.47463605
R2_BI,HBPR,0.25406,0.2501424,0.17215,0.24625,5.0,-0.06259071
D_RPMLVr,END_GAMER,0.254,0.1679521,0.053640008,0.24575,5.0,-0.29333922
HBPR,OUT,0.25398,0.2470508,0.11250001,0.24448,5.0,-0.08324185
B2R,TOB,0.25395,0.08367559,0.038110003,0.24454,5.0,0.4126432
LEADOFFR,G_CF,0.25395,0.20600605,0.14874,0.24199,5.0,0.21896106
B2R,LEADOFF_PA,0.25392,0.17270508,0.07488999,0.2427,5.0,0.2849823
IBBR,2B,0.25389,0.19911873,0.09435001,0.24582,5.0,0.23403263
D_MLVr,POP,0.25387,0.10295257,0.08757001,0.24586,5.0,0.38848093
SFR,LD,0.2538,0.25120956,0.115260005,0.24206,5.0,0.05089655
END_GAMER,2B,0.25375,0.21557218,0.12902999,0.24293,5.0,-0.19539145
R1BI%,R2,0.25367,0.09440006,0.056399986,0.24767,5.0,0.3990864
B2R,PITCHES,0.2535,0.106748626,0.03271,0.24634,5.0,0.38308144
D_PMLVr,ROE,0.25344,0.16880298,0.14872,0.244,5.0,0.29092443
CS,BALLS,0.25328,0.12455842,0.09122002,0.24535,5.0,0.3587779
SO/BB,TOB,0.25309,0.1591613,0.034800008,0.24587,5.0,-0.3064779
D_PMLVr,IBB,0.25308,0.03431444,0.078630015,0.24453,5.0,0.46772382
ROB,FC,0.25302,0.13723692,0.13750999,0.24359,5.0,0.34026912
D_RAP,END_GAME,0.25297,0.2012339,0.15748,0.24422,5.0,0.22745575
HRr,B2R,0.25294,0.17495272,0.032509997,0.24068,5.0,0.27926204
R3BI%,GB,0.25285,0.2186889,0.07932,0.24409,5.0,0.1848272
D_MLV,BBr,0.2528,0.08971889,0.03989,0.24341,5.0,0.403833
D_NETDP,H,0.25267,0.25080982,0.115219995,0.24526,5.0,0.043129556
R2_BI,SFR,0.25252,0.2357781,0.10984999,0.24082,5.0,0.1293905
IBB,2B,0.25236,0.029453412,0.034399986,0.2506,5.0,0.47212982
D_PMLV,SF,0.25227,0.113074526,0.13664001,0.24356,5.0,0.3730891
R2_BI,SHR,0.2522,0.13101855,0.13613,0.24026,5.0,-0.34811127
D_NETDP,GB,0.25212,0.22066888,0.111389995,0.24468,5.0,0.17734462
LEADOFFR,PA_CF,0.25211,0.20516679,0.12307,0.24024,5.0,0.21666384
D_OUTS_EQ,SB,0.25203,0.08308588,0.06854999,0.24418,5.0,0.41102812
LD%,AVG,0.25194,0.11558129,0.06338002,0.24494,5.0,0.36926782
SHR,PITCHES,0.25193,0.15814254,0.067609996,0.2434,5.0,-0.30624738
OBI%,RUNR,0.25193,0.11369923,0.037389994,0.24148,5.0,0.371794
D_NETDP,SIT_DP,0.25154,0.24441923,0.09645,0.24413,5.0,0.0843847
END_GAMER,UBB,0.25149,0.21530823,0.10673,0.24343,5.0,-0.19021504
PA_PH,TB,0.25125,0.124139726,0.072280005,0.24471,5.0,-0.35652527
G_PH,TB,0.25125,0.124212265,0.0703,0.24471,5.0,-0.35642353
D_MLVr,END_GAME,0.25122,0.15474449,0.09696999,0.2416,5.0,0.31060505
D_VORPr,SO/BB,0.25115,0.14254063,0.07065001,0.24082,5.0,-0.32955936
IBBR,1B,0.25101,0.2278228,0.09005,0.24187,5.0,0.15227346
D_NETDP,1B,0.25097,0.23845841,0.122600004,0.24185,5.0,0.111855224
PA_CF,PA_LF,0.25093,0.24805833,0.05623001,0.24586,5.0,-0.053588036
FB%,FB,0.25093,0.025091603,0.030310005,0.24393,5.0,0.47522458
PA_ROB,CS,0.25085,0.1612729,0.10555999,0.24482,5.0,0.29929432
PA_ROB,HBPR,0.25079,0.24851778,0.09226,0.24177,5.0,-0.04766785
RBIR,GIDP,0.25024,0.14747047,0.121419996,0.24189,5.0,0.32057688
D_VORPr,SF,0.25009,0.07607196,0.10513,0.24263,5.0,0.4171547
PITCHES,SALARY,0.24999,0.13782075,0.0316,0.24021,5.0,0.33491677
D_PMLV,SO,0.24995,0.11014372,0.034950003,0.24161,5.0,0.3739068
R1,PA_PH,0.24991,0.12695438,0.05935,0.24071,5.0,-0.35065028
R1,G_PH,0.24991,0.12709433,0.057329997,0.24071,5.0,-0.35045066
R3BI%,HITR,0.24991,0.15341929,0.039010003,0.24234,5.0,0.31062955
POP%,B1R,0.24988,0.13032103,0.044990003,0.24014,5.0,-0.345773
SB,PA,0.24984,0.08466323,0.06061001,0.24118,5.0,0.40641946
D_PMLVr,GB%,0.2498,0.14268643,0.048150003,0.23613,5.0,-0.3272821
SB,3B,0.2497,-0.044314817,0.033449993,0.24762,5.0,0.5422313
PICKOFF,Batted Balls,0.24968,0.10374841,0.14504999,0.24223,5.0,0.38200992
D_NETDP,PA,0.24954,0.24944632,0.07692,0.24071,5.0,0.009678812
D_VORP,3B,0.24952,0.10725199,0.06474,0.24099,5.0,0.37718433
D_RAR,SO/BB,0.2492,0.14859235,0.0334,0.24121,5.0,-0.31718707
D_NETDP,STRIKES,0.24917,0.2483104,0.104540005,0.24078,5.0,-0.029318908
END_GAMER,OBP,0.24913,0.18011394,0.11408,0.24253,5.0,-0.26270905
B2R,STRIKES,0.2491,0.09548007,0.034240007,0.24147,5.0,0.39194378
CS,RBI,0.249,0.21248037,0.13114,0.24297,5.0,0.19110109
R,NSOR,0.24888,0.163571,0.08876,0.23918,5.0,-0.29207703
R1BI%,D_VORPr,0.24888,0.0026975572,0.070360005,0.24791,5.0,0.49616775
RBI,3B,0.24878,0.14928554,0.06549999,0.24365,5.0,0.31542742
D_NETDP,PITCHES,0.24873,0.24599136,0.04999,0.24123,5.0,-0.052332062
PA_ROB,PA_PH,0.24871,0.12142989,0.045640007,0.23914,5.0,-0.3567634
PA_ROB,G_PH,0.24871,0.12156412,0.04335001,0.23914,5.0,-0.35657522
POP,ROE,0.24867,0.055139914,0.067499995,0.24631,5.0,0.43992054
PA%,SALARY,0.24858,0.14417326,0.08615999,0.23983,5.0,0.3231203
SO/BB,BALLS,0.24856,0.14640751,0.033990003,0.24043,5.0,-0.319613
OBI%,FB,0.24855,0.059852988,0.031380013,0.24239,5.0,0.4343927
R2BI%,D_PMLV,0.24838,0.16119376,0.07037,0.23933,5.0,0.29527315
PA%,FC,0.24835,0.13828373,0.14429998,0.24323,5.0,0.33176237
R2BI%,D_MLVr,0.24825,0.10892101,0.061979994,0.23819,5.0,0.37326798
BBr,PITCHES,0.24822,0.18791482,0.044699997,0.23769,5.0,0.24557112
D_NETDP,PA%,0.24816,0.24803457,0.09346001,0.23933,5.0,0.0111996485
END_GAMER,HR,0.2481,0.20834616,0.13376,0.24056,5.0,-0.19938363
SHR,2B,0.24802,0.15712257,0.14041999,0.24191,5.0,-0.301492
B2R,HBP,0.24792,0.21248181,0.14586002,0.23633,5.0,0.18825036
R2BI%,D_PMLVr,0.24782,0.1162397,0.06758,0.23986,5.0,0.36274
HRr,POP,0.24779,0.078812435,0.03243999,0.23928,5.0,0.4110688
D_RARP,END_GAMER,0.24775,0.191995,0.060059994,0.2388,5.0,-0.23612499
D_EqR,SB,0.24774,0.09785454,0.0678,0.23798,5.0,0.38715044
D_PMLV,END_GAMER,0.24771,0.20947513,0.053420007,0.23996,5.0,-0.19553742
RBIR,WP,0.24747,0.089426816,0.10134001,0.23721,5.0,0.39754647
RBIR,G_PR,0.24747,0.17026551,0.13309,0.23836,5.0,-0.27785698
R2_BI,ROE,0.24743,0.065253705,0.056040004,0.24287,5.0,0.42682114
IBBR,GB,0.24736,0.23230696,0.09516001,0.23869,5.0,0.12269086
D_NETDP,BALLS,0.24736,0.2401491,0.048290014,0.23672,5.0,-0.08491711
ROEr,POP,0.24735,0.24611369,0.13332,0.23926,5.0,-0.03516126
OBI%,B2R,0.24735,0.04787527,0.028260008,0.24007,5.0,0.44662595
SB,OUT,0.24728,0.0910345,0.062309995,0.2403,5.0,0.39527902
R1BI%,PITCHES,0.24727,0.10697608,0.055520013,0.24118,5.0,0.3745583
OUTR,GIDP,0.24722,0.15324438,0.095819995,0.23732,5.0,-0.30655444
D_RPMLV,3B,0.2472,0.12640025,0.09113,0.23848,5.0,0.34756258
SB,STRIKES,0.24719,0.0766647,0.041719988,0.2386,5.0,0.4129471
B3R,GB,0.24718,0.17765504,0.034720004,0.23985,5.0,0.26367587
R1_BI,HITR,0.24712,0.119499385,0.106429994,0.238,5.0,0.35724026
ROB,PA_PH,0.24702,0.123424925,0.041200012,0.24061,5.0,-0.35156092
ROB,G_PH,0.24702,0.1235426,0.03835,0.24061,5.0,-0.35139352
R1_BI,SF,0.24697,-0.052717358,0.031120002,0.24569,5.0,0.5474371
D_VORPr,BBr,0.24693,0.1465821,0.03616,0.23799,5.0,0.31677738
B2R,SO,0.24689,0.16429219,0.04525,0.2375,5.0,0.28739834
FB,SALARY,0.24685,0.16569754,0.06827,0.23924,5.0,0.28487268
STRIKES,SALARY,0.24681,0.1531955,0.048299998,0.23956,5.0,0.30596486
TBP,SH,0.24681,0.19146289,0.16386,0.23618,5.0,-0.23525968
OUTR,WP,0.2468,0.16053294,0.15961,0.23755,5.0,-0.29371256
G_LF,PA_CF,0.24678,0.24516636,0.050789997,0.24171,5.0,-0.04016995
R3BI%,TB,0.24674,0.22799449,0.037159994,0.23721,5.0,0.13691427
D_VORP,B3R,0.24669,0.2199434,0.07208,0.23901,5.0,0.16354387
D_RAR,BBr,0.24647,0.07815339,0.022810005,0.2378,5.0,0.41026407
UBBr,BALLS,0.24644,0.13435015,0.041260004,0.23816,5.0,0.33479822
D_EqR,SHR,0.24638,0.13055934,0.04682,0.23772,5.0,-0.34032434
HBPR,STRIKES,0.24626,0.24165602,0.09052999,0.23926,5.0,-0.06785268
SHR,BALLS,0.24625,0.13949758,0.073649995,0.23621,5.0,-0.3267299
D_PMLV,WP,0.24612,0.15354937,0.11553,0.23967,5.0,0.30425423
D_NETDP,3B,0.24607,0.21660635,0.15147,0.2361,5.0,-0.1716498
D_VORP,SO/BB,0.24605,0.15501547,0.062330008,0.23554,5.0,-0.3017193
AVG,ROE,0.24604,0.12258238,0.10708,0.23933,5.0,0.35136536
R,B2R,0.24602,0.082165465,0.06125,0.23622,5.0,0.4047895
D_RAR,G_PR,0.24593,0.16868705,0.12561,0.23562,5.0,-0.27792618
TOB,SALARY,0.24585,0.11032592,0.029229999,0.23765,5.0,0.36813596
R3,D_NETDP,0.24583,0.24320969,0.102510005,0.23773,5.0,0.05118894
D_NETDP,UBB,0.24562,0.21915103,0.11173999,0.23705,5.0,-0.16269284
D_RPMLVr,3B,0.24554,0.15696833,0.13988999,0.23777,5.0,0.29760993
SFR,HR,0.24552,0.2301668,0.12586999,0.23474,5.0,0.12390801
PA_PH,TOB,0.24531,0.119554326,0.05455999,0.23514,5.0,-0.35462046
G_PH,TOB,0.24531,0.11964281,0.052849993,0.23514,5.0,-0.35449567
D_VORP,NSOR,0.24525,0.09134574,0.023230001,0.23658,5.0,-0.39230633
D_VORP,IBBR,0.24524,0.08462085,0.038300008,0.23551,5.0,0.4007732
BALLS,BK,0.24523,0.19648927,0.18669,0.23443,5.0,0.22077301
D_RAP,BBr,0.24523,0.06790367,0.02866,0.23733,5.0,0.42110133
PA%,HBPR,0.24519,0.24022181,0.12325999,0.23649,5.0,-0.070485346
HBPR,PA,0.24508,0.24010667,0.10879001,0.2362,5.0,-0.07052178
GB,IBB,0.24502,0.12067785,0.062289998,0.23659,5.0,0.35262182
D_NETDP,R,0.24493,0.23631452,0.08527,0.23495,5.0,-0.09281957
OUT,PB,0.24488,0.14421467,0.16527,0.23299,5.0,0.317278
GB%,SH,0.24486,0.11786097,0.13130999,0.23658,5.0,0.35636923
D_ISO,GIDP,0.24484,0.16713524,0.10339999,0.23625,5.0,0.27875572
D_ISO,SH,0.2448,0.13444881,0.11622,0.23668,5.0,-0.3321915
PB,AB,0.24475,0.1485,0.16020998,0.23422,5.0,0.31024185
D_VORPr,3B,0.24471,0.14151403,0.13425,0.2377,5.0,0.3212413
END_GAMER,OUTR,0.2447,0.17495815,0.046109997,0.23667,5.0,0.2640868
R1BI%,FB%,0.24466,0.02538681,0.03363,0.23765,5.0,0.46826616
R1BI%,R3,0.24454,0.11283077,0.064490005,0.23775,5.0,0.36291766
CS,FB,0.24453,0.16026843,0.09384,0.23798,5.0,0.29027846
D_VORP,SB%,0.24452,0.14111805,0.07487999,0.23354,5.0,0.32156172
D_VORP,SB,0.24443,0.12790668,0.07189001,0.23491,5.0,0.34135514
PA_PH,Batted Balls,0.24432,0.11969713,0.03442,0.23693,5.0,-0.35301965
G_PH,Batted Balls,0.24432,0.119718276,0.032210007,0.23693,5.0,-0.3529897
R3BI%,LEADOFF_PA,0.24414,0.23471811,0.103970006,0.23503,5.0,0.0970664
D_NETDP,B3R,0.24391,0.21300317,0.076309994,0.23639,5.0,-0.17580336
SB,AB,0.24387,0.07835896,0.06039001,0.23642,5.0,0.4068305
R1BI%,NSOR,0.24375,0.10388154,0.048590004,0.23441,5.0,-0.37398994
RUNR,SB%,0.24371,0.058197618,0.030699998,0.23513,5.0,0.43071148
RUNR,BBr,0.24362,0.16682595,0.044249997,0.23221,5.0,0.27711737
HBPR,AB,0.24357,0.23610818,0.07269,0.2354,5.0,-0.08638184
SB,H,0.24355,0.06762189,0.04518,0.23476,5.0,0.41943786
SFR,SO,0.24335,0.24136175,0.09228,0.23358,5.0,0.044589724
